Requester,Testing Purpose,Windows Version,Memory Count,Times,Retry Times,SSID,Platform,HW Phase,Test Date,BIOS,CPU,RAM,GPU,Graphics Driver,OGH Version,OGH Profile,OGH Power Mode,OGH Graphics Mode,OGH Booster Optimizer,Note,Game Title,Video Resolution,Super Resolution Mode,Super Resolution Quality,Frame Generation Mode,Frame Generation Quality,Ray Tracing,Graphics Preset,Average FPS(In Game),1% Low Average FPS(In Game),Average FPS(CapFrameX),1% Low Average FPS(CapFrameX),Stuttering(s),Sensor Data - CPU Power(W),Sensor Data - CPU temp('C),Sensor Data - GPU Power(W),Sensor Data - GPU Temp('C)
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,steam_deck,177.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,steam_deck,230,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,steam_deck,269.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,steam_deck,213.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,steam_deck,270.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,steam_deck,309.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,ray_tracing_low,112.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,ray_tracing_low,153.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,ray_tracing_low,186.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,ray_tracing_low,125.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,ray_tracing_low,170.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,ray_tracing_low,206.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,ray_tracing_low,139.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,ray_tracing_low,187.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,ray_tracing_low,222.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,ray_tracing_low,177.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,ray_tracing_low,230.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,ray_tracing_low,270.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,ray_tracing_medium,87.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,ray_tracing_medium,120.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,ray_tracing_medium,148.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,ray_tracing_medium,101.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,ray_tracing_medium,139.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,ray_tracing_medium,169.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,ray_tracing_medium,115.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,ray_tracing_medium,157.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,ray_tracing_medium,190.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,ray_tracing_medium,153.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,ray_tracing_medium,203.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,ray_tracing_medium,242.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,ray_tracing_ultra,52.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,ray_tracing_ultra,82.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,ray_tracing_ultra,84.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,ray_tracing_ultra,78.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,ray_tracing_ultra,123.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,ray_tracing_ultra,149,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,ray_tracing_ultra,106.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,ray_tracing_ultra,146.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,ray_tracing_ultra,178.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,ray_tracing_ultra,141.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,ray_tracing_ultra,189.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,ray_tracing_ultra,227.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,ray_tracing_overdrive,27.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,ray_tracing_overdrive,27.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,ray_tracing_overdrive,29.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,ray_tracing_overdrive,17.3,,,,,,,,
